ProteinAccession,GN,ProteinDescription,b1_s1_M_30,b1_s2_M_30,b1_s3_F_24,b1_s4_M_6,b1_s5_F_6,b1_s6_F_12,b1_s7_F_30,b1_s8_F_12,b1_s9_M_12,b1_s10_F_30,b1_s11_M_18,b1_s12_F_3,b1_s13_M_3,b1_s14_F_18,b1_s15_M_24,b1_s16_M_12,b1_s17_Ctr_Ctr,b1_s18_IR_IR,b2_s1_F_18,b2_s2_M_3,b2_s3_M_18,b2_s4_F_18,b2_s5_M_24,b2_s6_F_12,b2_s7_F_3,b2_s8_F_30,b2_s9_M_18,b2_s10_M_3,b2_s11_F_6,b2_s12_F_24,b2_s13_M_30,b2_s14_M_12,b2_s15_M_6,b2_s16_F_3,b2_s17_Ctr_Ctr,b2_s18_IR_IR,b3_s1_M_6,b3_s2_F_24,b3_s3_M_24,b3_s4_F_12,b3_s5_M_18,b3_s6_M_24,b3_s7_M_30,b3_s8_F_18,b3_s9_M_12,b3_s10_F_6,b3_s11_F_24,b3_s12_F_30,b3_s13_F_6,b3_s14_F_3,b3_s15_M_6,b3_s16_M_3,b3_s17_Ctr_Ctr,b3_s18_IR_IR,representative_isoform
tr|D3Z566|D3Z566_MOUSE,3632451O06Rik,Protein 3632451O06Rik OS=Mus musculus GN=3632451O06Rik PE=4 SV=1,47555.56735,42963.30146,33138.96964,44638.1936,35741.29905,24611.20061,22990.98206,40120.04824,31214.97348,39643.00629,31431.3677,38368.74644,27637.58904,69157.8876,25662.95503,72877.16119,2783.206969,48123.47514,44254.87454,36171.3814,67127.33525,44608.08302,46542.86819,67582.16783,75969.15016,37457.90295,46370.43577,38803.05359,42684.16475,77126.91199,81941.55643,68294.97146,50017.35299,58000.91429,2365.664813,48123.47514,37258.70637,39265.52941,52515.5423,51378.32675,41698.65603,51823.33936,42779.02133,49624.95459,31287.73114,30045.12856,59985.88017,41154.07058,54753.02656,51812.07585,36107.5521,62973.35728,6408.482904,48123.47514,1
tr|E9Q1Z0|E9Q1Z0_MOUSE,4732456N10Rik,Protein 4732456N10Rik OS=Mus musculus GN=4732456N10Rik PE=3 SV=1,522437.1745,588569.2918,404022.5316,415376.1736,1366533.185,409499.4686,555507.9454,379352.4686,653724.5525,393285.1929,363761.9649,572423.9682,368644.0823,410271.7161,385768.4856,468276.615,386214.7587,768542.4948,945169.4518,1114019.347,1116822.508,10734989.99,1345084.167,1595853.794,1193426.511,1209994.524,1493813.47,1073530.264,770995.9816,1127497.021,3436200.647,928947.9004,925027.0627,783503.2677,433937.0709,768542.4948,361436.7623,449698.568,335266.0589,332042.375,344495.727,297180.1741,552281.6829,309875.5306,400157.2612,530001.233,1929885.588,371052.8235,371702.4617,499825.296,388823.1239,610979.478,1765464.09,768542.4948,1
tr|D3Z5T8|D3Z5T8_MOUSE,4930407I10Rik,Protein 4930407I10Rik OS=Mus musculus GN=4930407I10Rik PE=4 SV=2,25860.85779,25661.06456,23913.03583,27553.41285,29215.72462,54673.23652,30722.12915,31165.64649,26778.89907,33511.21534,35977.14242,30039.54986,40026.84629,24362.07528,26930.14755,36720.09689,16585.91,34647.28282,24666.26865,28365.65699,27049.28788,27965.73167,28909.19817,29737.10553,34577.29434,30263.9167,32113.97546,30163.71177,36301.43763,34492.02687,35230.2022,30216.68788,37726.66611,25470.08295,27167.24499,34647.28282,34602.24987,32879.63891,33297.51388,31375.82107,30955.25015,36675.48073,34027.89345,54141.16849,41105.79087,36730.52554,39623.03948,46015.5659,41746.19197,39046.99228,36060.41631,36983.44831,20360.90693,34647.28282,1
tr|Q8C5X1|Q8C5X1_MOUSE,4931406P16Rik,Protein 4931406P16Rik OS=Mus musculus GN=4931406P16Rik PE=1 SV=1,17725.43934,10261.68641,10795.36046,10073.19853,10664.89003,10206.37935,12081.11281,10263.20227,10436.64993,10096.12837,11069.2644,13265.43212,11337.39259,11291.76763,12125.58705,13240.02621,17220.72,13755.50284,13850.41958,14488.10362,15760.69496,14834.34676,15269.96373,14376.75343,11862.41681,15259.54237,12371.71195,15347.99156,13624.40652,16236.16478,13178.85182,14207.10914,16367.97956,13470.20479,19537.83737,13755.50284,12035.74797,14826.28137,14065.72237,13371.93384,14842.36007,13776.16906,13613.3219,12643.99578,13856.36545,15571.86564,13363.48704,13732.4116,14679.68743,12569.05285,18897.34617,15820.1403,41770.71151,13755.50284,1
tr|F6RPM4|F6RPM4_MOUSE,4932438A13Rik,Protein 4932438A13Rik (Fragment) OS=Mus musculus GN=4932438A13Rik PE=1 SV=1,79292.70164,78624.79675,78264.85421,70104.66522,80732.0103,60214.42857,78954.16417,75871.30027,78842.41106,74063.47173,72857.26517,72604.34833,67964.37001,78791.0439,72210.04166,75680.2279,12356.11043,71516.7471,64059.89983,63794.79667,72240.65492,69597.84816,64010.88639,72505.09069,71269.34436,70435.97262,70514.1271,70213.16791,68707.83244,72272.90765,70284.92538,79181.16434,80205.61162,74472.38421,7402.798629,71516.7471,70081.04748,77048.45911,83188.98123,76573.28073,76180.97569,74624.97113,83518.46922,68051.58225,70472.38996,76762.32516,75135.37733,71779.85031,69428.23433,82508.25921,80933.31119,73851.89162,13160.02508,71516.7471,1
tr|D6RI50|D6RI50_MOUSE,4932438A13Rik,Protein 4932438A13Rik OS=Mus musculus GN=4932438A13Rik PE=4 SV=1,38597.8465,42427.28873,38830.70216,38401.56424,42654.81706,30863.57565,45071.51973,37723.53188,40183.20014,37900.81351,36267.34989,41564.78749,36264.61462,42863.56221,41343.43124,38597.98527,3055.581431,36399.95655,27952.7782,27461.2255,31375.32768,33514.32819,28925.49482,33694.81383,30708.40939,32123.12691,29751.01066,27457.50847,26569.75869,36075.0297,34933.74592,36770.04648,35712.71409,31743.27716,4028.885642,36399.95655,36648.53698,40729.28223,40368.15217,37813.89814,38350.62353,38558.88021,39514.32083,34127.81317,37664.76483,40521.02893,39002.56028,39768.44182,36031.2349,42554.3975,38260.89573,40093.75057,10300.66706,36399.95655,0
tr|H7BX33|H7BX33_MOUSE,4933434E20Rik,Protein 4933434E20Rik OS=Mus musculus GN=4933434E20Rik PE=4 SV=1,46830.06294,48357.69549,45748.22239,38566.47044,49104.61639,39445.34103,46704.26662,52813.06699,49705.27671,46607.51951,42585.01842,47759.77629,43803.82857,46942.68375,50133.58385,54923.51233,5196.110253,48321.48942,55334.30835,53930.52013,57958.90527,48671.42088,53961.4495,47894.13649,53052.02689,44209.17964,54330.1203,51319.14703,48498.23103,52634.60118,46356.68393,51502.83128,49914.17615,52568.15801,3076.405483,48321.48942,45444.66365,44930.19848,43989.52033,42506.40064,38214.96631,37237.25263,41106.86304,36710.3821,34984.84232,39113.52863,40172.09948,32363.30869,36458.92414,40012.26539,37940.23805,38579.76337,6387.880205,48321.48942,1
tr|B1APX2|B1APX2_MOUSE,5031439G07Rik,Protein 5031439G07Rik OS=Mus musculus GN=5031439G07Rik PE=1 SV=1,73722.23133,73687.04232,71999.66345,65184.00825,65899.32608,51735.34736,79948.33383,68080.80037,67064.90866,84691.31143,79790.81415,69808.10342,63555.84005,74761.40129,83735.45773,54345.45347,9333.241438,71518.21504,65678.01124,64405.25257,70115.10755,71370.57655,71505.84893,74418.70681,64192.61852,102577.9691,68185.62722,72155.37323,71514.6566,72804.02553,72459.10808,74847.87912,71412.57216,69607.53347,8329.827835,71518.21504,71869.81601,70686.79575,75303.17977,73476.14407,71705.60487,64876.9136,80849.31949,62819.12261,56220.59633,73993.07314,74885.47483,76753.17243,56711.82691,62298.11058,67758.21614,61257.9501,8428.858058,71518.21504,1
tr|J3KMQ6|J3KMQ6_MOUSE,5730455P16Rik,Protein 5730455P16Rik OS=Mus musculus GN=5730455P16Rik PE=4 SV=1,73596.18321,60315.83529,62595.37859,60558.96308,61678.73245,96508.16153,58020.15234,68956.25323,71875.62194,71696.12356,77244.42285,62340.72026,69985.26487,67198.41608,60868.08804,59077.78686,14040.23379,63323.07958,69828.77556,47296.40146,56346.09136,61114.51087,60864.9734,75841.79479,55249.92456,78194.92936,67709.81248,49715.9574,64062.05876,63540.02029,55720.35882,57713.34119,63791.6946,59637.89297,8192.708487,63323.07958,56764.33204,59744.09863,57257.10124,66097.7743,47496.18677,62596.54393,61744.7863,73183.24344,78913.22979,67524.62138,64655.71018,53687.10605,69336.20851,61466.5234,76494.08645,72129.94315,16811.5774,63323.07958,1
tr|J3QP43|J3QP43_MOUSE,6330403A02Rik,Protein 6330403A02Rik OS=Mus musculus GN=6330403A02Rik PE=4 SV=1,45026.97057,38663.04047,38927.63148,35843.05586,35208.16233,34819.08525,37229.45131,42928.20961,41651.48882,42749.57756,38245.29537,35311.63773,38853.42993,38894.75248,45374.53664,48366.25572,3666.637029,44975.62101,52422.87877,58810.24687,53614.30082,57453.04816,60128.95832,44766.75178,47310.68761,50981.39805,50143.19715,45235.56059,47266.94924,51667.09856,48388.60841,45229.37593,43575.68937,48065.54067,7211.841419,44975.62101,45127.23627,56987.83182,53695.33775,49336.95758,50273.41792,43497.50324,45211.70215,39081.67302,38683.13849,42442.363,47255.82654,43351.74601,39865.25785,42903.77605,43756.97304,41196.57066,5518.175177,44975.62101,1
tr|Q3TA40|Q3TA40_MOUSE,6430548M08Rik,Protein 6430548M08Rik OS=Mus musculus GN=6430548M08Rik PE=2 SV=1,269973.1191,251601.6467,206713.572,236457.181,244101.6492,319307.3491,223293.1002,256145.6676,234890.5421,255698.9539,263968.0449,217567.0158,309753.177,265971.0926,254400.8741,274862.224,46629.41973,252091.4983,251139.1062,298284.8774,233109.1236,271841.0219,278533.4178,258721.6694,287818.6448,301677.3116,272490.6436,221862.4617,248546.7888,237836.5821,241630.0893,248821.5399,219259.8527,211313.6391,27537.41782,252091.4983,258639.9673,234729.6121,242535.7961,259416.6995,215768.511,256316.1697,217384.2662,315190.7111,314092.1571,242833.5848,292764.2192,286089.1937,262472.7911,269245.5243,246239.2822,262015.3557,56749.10448,252091.4983,1
tr|Q0VAW6|Q0VAW6_MOUSE,8030462N17Rik,Protein 8030462N17Rik OS=Mus musculus GN=8030462N17Rik PE=2 SV=1,14499.4678,14750.09919,10399.70957,8559.974164,10545.01931,10961.57111,12664.86933,15357.81469,8808.50797,13008.02618,11469.88253,10578.3646,9299.529835,13410.95597,10869.2358,13850.19729,3698.278,15338.33519,20071.57561,16439.69475,17453.61622,17896.20038,27018.87624,15984.21998,16059.58069,18053.74606,22439.00352,15615.46424,13922.18907,15761.93214,14451.47801,15347.92394,13203.19477,14269.23234,5233.124083,15338.33519,15136.661,19388.61173,17021.15043,23569.99709,14298.63475,24501.12911,16535.80557,16720.59551,14707.87359,21725.825,19392.5003,13591.61803,13734.47084,16990.44613,13548.06004,12886.64662,6940.055788,15338.33519,1
tr|I1E4X5|I1E4X5_MOUSE,9030624J02Rik,Protein 9030624J02Rik OS=Mus musculus GN=9030624J02Rik PE=4 SV=1,23991.15354,26354.58722,27197.645,25908.22945,23426.64458,29262.19004,23098.48829,22776.69934,25927.57695,21285.93408,23641.93433,22087.3171,26139.27362,23430.72624,24716.99248,25773.27194,30976.89043,26928.94065,33367.48757,29081.91463,23613.94395,26973.78608,24982.27202,28617.67072,19590.99353,29950.99558,23816.52471,21162.79487,29376.56021,25159.87476,27704.86846,24587.71411,29560.6083,23992.89526,13572.25247,26928.94065,25854.39214,21364.86052,24991.88906,21394.79236,23958.65489,35750.14311,28154.80038,40925.03656,52143.79013,25424.64666,31812.62176,39924.09461,38815.91428,32013.33563,35581.815,30112.86149,10354.55852,26928.94065,1
tr|E9PUJ3|E9PUJ3_MOUSE,9330182L06Rik,Protein 9330182L06Rik OS=Mus musculus GN=9330182L06Rik PE=4 SV=1,32736.55531,35899.52349,36928.71643,33520.73387,31038.48802,29073.27396,30000.18254,28639.82205,40721.67841,32391.93979,32397.52271,40612.83298,30379.61898,34692.64017,33604.36744,41607.44201,6498.498139,41871.73135,55160.3223,39639.96452,48990.49244,41778.54131,40983.75758,44564.66403,40132.57821,39944.77737,36341.17894,33460.38363,43309.34412,41772.84138,44602.62585,41826.46888,45680.04793,46604.10267,5295.985374,41871.73135,43666.89376,42169.33126,48799.28253,44935.40259,38100.32629,45009.06076,51243.63934,43512.63985,37447.17355,49548.58401,38188.73743,36533.40841,40807.86938,40247.93668,40041.14814,45832.69733,7629.237317,41871.73135,1
tr|E9QLA8|E9QLA8_MOUSE,A830010M20Rik,Protein A830010M20Rik OS=Mus musculus GN=A830010M20Rik PE=4 SV=1,65417.91012,65166.86997,68149.93814,69415.1958,63152.89856,94033.53891,68841.20471,66221.85235,60141.8108,59221.3123,69477.91252,69909.96298,71827.06274,66840.13914,65859.36169,71084.67493,33851.42024,74078.28161,66269.03053,67558.28552,67546.18464,63843.11791,60848.99945,62072.45527,71437.77513,67980.46577,65246.63075,78496.2672,69574.95231,70933.0836,68314.2922,74028.30402,72023.81448,68348.74803,26205.61832,74078.28161,64025.61898,68193.04525,67007.46927,64867.14045,78705.79665,72892.25065,69906.33414,104936.0538,105684.4483,71504.03123,68257.25786,69834.99164,100624.9304,68835.94989,69390.48619,72119.26621,43532.50082,74078.28161,0
tr|G3X9V7|G3X9V7_MOUSE,A830010M20Rik,"MCG19133, isoform CRA_b OS=Mus musculus GN=A830010M20Rik PE=4 SV=1",65417.91012,65166.86997,68149.93814,69415.1958,63152.89856,94033.53891,68841.20471,66221.85235,60141.8108,59221.3123,69477.91252,69909.96298,71827.06274,66840.13914,65859.36169,71084.67493,33851.42024,74078.28161,66269.03053,67558.28552,67546.18464,63843.11791,60848.99945,62072.45527,71437.77513,67980.46577,65246.63075,78496.2672,69574.95231,70933.0836,68314.2922,74028.30402,72023.81448,68348.74803,26205.61832,74078.28161,64025.61898,68193.04525,67007.46927,64867.14045,78705.79665,72892.25065,69906.33414,104936.0538,105684.4483,71504.03123,68257.25786,69834.99164,100624.9304,68835.94989,69390.48619,72119.26621,43532.50082,74078.28161,1
sp|Q3UHJ0|AAK1_MOUSE,Aak1,AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2,398300.5087,320964.8079,298268.4534,414754.2424,407775.1216,789908.5382,438477.0247,327077.4434,289773.9949,295398.3616,518120.523,339331.7886,641785.2702,380019.6085,384671.2221,444634.8148,150163.49,420957.3899,340778.9638,506143.8579,296901.2165,373811.0425,321434.7793,321396.2533,386605.6564,394893.1671,313029.3037,202557.6075,468270.5748,350607.7369,350967.8087,402260.3122,318208.4335,302387.0966,116287.8564,420957.3899,346908.2089,278266.0945,341938.6828,263042.8239,204853.0161,455721.7166,393312.2396,852714.3706,846245.1083,353095.969,442684.5448,569606.3951,607385.1444,428962.3789,401621.1131,546971.6298,187242.5055,420957.3899,1
sp|Q8BGQ7|SYAC_MOUSE,Aars,"Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1",38443.41064,32472.01131,29492.58935,32920.13025,38712.2212,26533.52921,44921.99064,32107.33065,20205.65647,24800.63609,16692.40783,26332.50882,46074.87765,40246.15687,38706.76194,29978.11711,18348.20231,36480.60397,33317.12433,60166.40904,27390.67746,35943.19108,45193.75815,22014.22584,37611.7326,33536.80256,23432.16347,19341.26024,56305.04228,23823.05026,30633.2067,33528.43698,15983.62182,24299.59656,9614.91907,36480.60397,33699.26955,33879.25838,45312.02197,27747.83508,18783.94489,58315.80727,21410.68237,36837.97182,27824.49584,50466.56026,44950.37303,84182.94677,23462.28638,43159.50703,16408.70899,40953.58269,19136.34872,36480.60397,1
sp|Q80YE4|LMTK1_MOUSE,Aatk,Serine/threonine-protein kinase LMTK1 OS=Mus musculus GN=Aatk PE=1 SV=1,83240.85577,90693.95969,98351.4181,97379.23226,86141.24767,72213.16111,78488.50831,87967.76554,81640.41744,87118.97904,78052.65254,85408.48197,70501.76351,97580.13932,76439.95171,103639.8794,15325.67269,87202.5812,84910.26827,75583.24088,96787.72141,77436.16139,82071.21964,90066.77067,102405.5297,78891.76624,78587.51989,74213.76106,91233.64536,96984.91022,102028.7669,105293.497,92550.8092,89012.13037,11759.03392,87202.5812,86651.94302,103509.1281,99541.78689,92623.76,80385.96108,99538.22642,95499.65038,97271.56338,84176.53147,88837.93269,86281.03708,79861.2266,92682.95507,83858.12852,82295.12332,85273.81983,18959.36048,87202.5812,1
sp|P41233|ABCA1_MOUSE,Abca1,ATP-binding cassette sub-family A member 1 OS=Mus musculus GN=Abca1 PE=1 SV=4,56320.80301,74540.13944,61027.34708,55670.46535,57195.82017,46284.14203,53725.21273,44335.22607,75720.2015,58153.67813,56683.95699,61899.87916,48201.1061,65223.7613,49368.83966,59398.92022,13314.01775,48717.55131,52649.13049,29849.93402,56224.00361,38145.02804,44907.71649,51484.43702,45389.42774,45213.98829,52653.04995,41454.51696,59271.45264,59027.57105,60195.28283,69688.27651,54821.68322,59822.09326,5107.766315,48717.55131,55866.05227,48163.25275,63475.3333,49186.67978,54744.87351,49733.69408,56664.47687,49074.14375,44764.71983,58387.45607,49530.86675,42410.00742,41929.84064,51231.56431,45959.34636,58149.52625,12802.48461,48717.55131,1
tr|E9PX95|E9PX95_MOUSE,Abca17,Protein Abca17 OS=Mus musculus GN=Abca17 PE=3 SV=1,30853.0532,37070.53851,35698.37051,35839.14031,35038.10891,28392.13249,35361.31034,32362.51169,31533.64604,32761.68356,31894.03007,40028.39552,34049.7491,35866.87578,38747.11403,33760.03292,5504.233499,34676.7407,28831.8227,29885.72848,32311.58201,34348.31784,29889.83774,34108.15271,32078.80542,30472.86679,34576.88386,34095.74421,31128.11578,37966.60148,35389.76947,35499.13662,38762.89168,34160.69223,5911.815624,34676.7407,33339.4965,34962.40122,33587.82537,35991.5148,31704.02231,37149.64172,35404.47271,29624.18517,31848.93683,34068.83189,38436.63379,33159.58318,33103.78982,36187.82958,36010.05394,32520.68188,5770.783104,34676.7407,1
tr|A2AJ26|A2AJ26_MOUSE,Abca2,ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=1,314614.9056,328582.662,291360.1702,273606.3385,261446.8979,208854.6014,259205.6824,231128.5474,333356.781,260731.7506,246123.7342,293300.0368,205765.3144,290766.2292,251584.3802,271841.3434,42246.42435,259336.4094,288972.7072,220608.7873,291720.2804,250043.944,282373.028,305024.7338,258941.775,265133.2251,263453.9628,248083.4944,276687.8722,271888.7417,303700.7522,305667.3696,306211.885,298754.5516,33130.57657,259336.4094,278981.1169,256203.9289,322908.0161,259441.6777,258427.8218,266376.8812,309517.4569,242905.5377,230354.4981,294741.2977,258207.0676,220127.2581,233942.0594,244315.7088,249990.293,257790.8525,55616.24798,259336.4094,0
sp|P41234|ABCA2_MOUSE,Abca2,ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=4,316634.1377,328866.7357,291539.559,273427.7621,261307.2257,207977.4547,258897.9568,230797.8862,333565.722,260952.3226,245518.5448,293695.7989,205507.0711,291036.8583,251997.3525,272173.4999,42217.03145,258802.6544,288834.5606,219988.2368,291999.5598,247613.2223,282408.9798,305642.7885,259040.7651,264857.9575,263096.4877,249033.4385,276621.7091,271665.0549,303598.7084,306058.1708,306836.0855,298903.3856,33324.37817,258802.6544,278406.9301,255676.6211,322243.4208,258907.7061,257895.9369,265828.6358,308880.4214,242405.6,229880.3925,294134.6739,257675.637,219674.2016,233460.57,243812.8688,249475.7737,257260.2785,55501.78102,258802.6544,1
sp|Q8R420|ABCA3_MOUSE,Abca3,ATP-binding cassette sub-family A member 3 OS=Mus musculus GN=Abca3 PE=2 SV=3,100810.7004,128438.4438,127408.0225,125305.5676,126560.9949,113213.3182,125803.9256,123252.7745,124588.4765,123039.5346,124820.1153,132188.6475,119876.3261,125812.0829,131234.7519,136182.4807,18742.76776,130072.4961,121404.7278,131455.5821,133980.1969,136102.4149,135308.0207,129905.8755,136520.9555,130062.6218,138479.7781,129585.5354,122542.6741,143044.0671,134153.3158,138239.1751,141000.7841,132352.0643,14556.96748,130072.4961,136212.0623,146480.686,140136.7194,140412.4229,133454.3712,135611.9099,137802.1079,118538.8708,126161.2862,131070.8493,136000.5299,136128.6581,124555.0151,138998.3414,135905.9082,131344.3455,23605.63668,130072.4961,1
sp|Q8K448|ABCA5_MOUSE,Abca5,ATP-binding cassette sub-family A member 5 OS=Mus musculus GN=Abca5 PE=1 SV=2,299798.786,403028.1812,377949.7447,367216.0971,386158.7833,342177.3399,343902.1326,373728.9943,396697.1361,346398.4625,378733.954,384139.1726,333378.3412,383651.6196,384830.1787,436431.0075,43333.68937,392593.546,345306.1081,350438.7306,442848.1702,361478.4966,412395.8645,420246.9249,439341.6373,341389.8965,405910.4449,376220.9219,372653.4644,412135.252,453905.6889,496725.2623,473290.3855,392289.3624,34653.31644,392593.546,423047.3762,417290.837,480746.9469,410554.9163,416613.332,434273.4882,426805.9659,365339.6318,352284.3859,380939.9704,359326.7069,306766.2094,365657.1954,383548.3515,400679.3917,404811.657,60145.5827,392593.546,1
sp|Q8K441|ABCA6_MOUSE,Abca6,ATP-binding cassette sub-family A member 6 OS=Mus musculus GN=Abca6 PE=2 SV=2,25486.07439,26135.66252,24158.11564,20889.51647,20890.09651,22846.14759,22465.57634,22786.19411,23277.92145,20420.61948,25722.68483,22870.21566,20789.20381,20902.10692,23822.85612,26972.65899,6600.938441,25682.93829,20353.40728,20077.60369,27902.48592,18665.91459,25226.18677,22526.75764,24670.50786,24559.64383,23606.99319,22938.11558,22459.16593,22114.68555,23349.01875,27809.5027,27043.78092,20581.47291,6280.759747,25682.93829,31282.68146,29049.7519,36939.91805,29416.46226,32308.85846,35337.88163,28208.30997,28779.1529,29474.88997,30417.02932,27968.26808,24595.2629,22449.41197,28475.2317,28977.37929,31793.84167,6542.350947,25682.93829,1
sp|Q8K440|ABC8B_MOUSE,Abca8b,ATP-binding cassette sub-family A member 8-B OS=Mus musculus GN=Abca8b PE=2 SV=2,56814.9342,60938.19935,66083.14395,54671.60198,60814.91191,55863.26986,62823.84693,70429.82277,64755.2457,70999.25353,60355.24191,62598.70184,57473.64619,64156.74922,59067.79721,61172.64439,10707.49284,52014.17427,49129.27714,48053.43879,57300.89585,54310.58268,49164.92263,50737.7023,56065.7929,50012.97439,51216.85321,49460.52518,55055.35328,57496.68416,54864.53775,54807.96126,56589.76505,51210.60152,6248.347189,52014.17427,46457.59432,61487.40257,56920.74126,54767.60333,49777.17775,57553.7279,59481.08034,50695.10353,48046.20147,52428.71973,50516.70964,48355.74816,49233.71074,51595.9618,47790.71561,53786.20859,11726.1879,52014.17427,1
sp|P21447|MDR1A_MOUSE,Abcb1a,Multidrug resistance protein 1A OS=Mus musculus GN=Abcb1a PE=1 SV=3,24519.20527,23908.82878,29511.42615,25318.18547,28867.62207,21855.74318,21020.95892,35099.07038,20576.39607,22589.25047,23306.22223,25780.50421,20449.91811,25711.95243,20350.15242,29637.58203,2522.040975,22345.2054,16869.84539,15255.34291,21797.73791,16862.05227,18016.66718,15454.32402,21838.44715,15719.34425,17184.70511,18497.49577,18151.42043,22812.21271,19909.81112,23427.95742,21407.04894,17986.84586,2221.263711,22345.2054,21633.41992,22064.20686,23233.34594,20019.97581,18888.16661,26430.66638,22858.37504,19782.04135,17346.07582,23138.95769,15625.02059,16758.23233,19122.6563,17259.5045,16934.84876,20924.38721,4227.092109,22345.2054,1
sp|P21440|MDR3_MOUSE,Abcb4,Multidrug resistance protein 3 OS=Mus musculus GN=Abcb4 PE=2 SV=2,24519.20527,23908.82878,29511.42615,25318.18547,28867.62207,21855.74318,21020.95892,35099.07038,20576.39607,22589.25047,23306.22223,25780.50421,20449.91811,25711.95243,20350.15242,29637.58203,2522.040975,22345.2054,14463.29331,13736.90541,18133.65292,12861.20476,16057.23575,15376.4901,20991.7617,14184.14502,15694.3141,14686.03704,17632.27732,20969.51753,19037.4408,20649.04801,23552.07042,19095.91126,1876.941015,22345.2054,22185.3215,20971.41532,21473.70828,19702.07923,20801.89258,26625.87342,23827.32369,20750.52295,20195.95103,22887.16993,18762.97004,18585.64943,18196.57936,19696.95217,20305.14618,20769.80274,2524.950156,22345.2054,1
sp|Q9JJ59|ABCB9_MOUSE,Abcb9,ATP-binding cassette sub-family B member 9 OS=Mus musculus GN=Abcb9 PE=2 SV=1,27037.50475,22639.61489,24379.93035,23359.48789,26364.86021,21093.20655,21985.29102,27403.8201,21447.45796,20032.79151,21891.3141,25653.91979,22000.88023,23609.26254,21573.18941,26475.52738,4945.861364,22444.07898,23858.90478,23611.29706,26297.59234,22847.38509,21606.70892,25869.49712,21424.61115,25629.15997,20660.57473,21768.16743,26162.82099,19797.23808,26383.1942,25452.22352,24790.46137,24419.86958,2770.695624,22444.07898,20919.18644,21847.62335,20963.19507,21243.31802,20905.06085,23503.12887,21733.72175,20577.23334,19847.07651,24326.50568,19953.86907,20689.39995,21697.07036,22542.30513,21262.93176,20443.65224,4435.127453,22444.07898,1
tr|E9Q236|E9Q236_MOUSE,Abcc4,Protein Abcc4 OS=Mus musculus GN=Abcc4 PE=1 SV=1,20295.31178,23345.26435,23413.77639,24181.86894,23173.3497,18905.06622,23001.83689,24290.87839,20746.49742,26646.47969,30366.61267,32039.95088,30527.47966,26661.04908,31321.50583,27265.63347,13198.1,24646.64565,16646.2762,14308.29001,18280.22442,16819.5653,17237.42013,21277.24764,19653.11579,20620.43644,18521.52225,24278.80984,23261.7468,20453.29569,24160.22624,26524.01134,24669.29386,29296.24989,22576.14017,24646.64565,19525.19,25121.01392,21642.06597,26890.83172,21749.80475,22816.01921,24956.86795,25488.15351,18715.85695,23123.59117,20587.85153,26941.60767,19800.59683,24593.72612,20389.7049,22365.04996,10700.59173,24646.64565,1
sp|Q9R1X5|MRP5_MOUSE,Abcc5,Multidrug resistance-associated protein 5 OS=Mus musculus GN=Abcc5 PE=1 SV=2,31277.43148,36334.8384,32534.8904,33506.15083,31460.70517,26573.46131,30385.02386,31083.07323,31727.66118,27262.27386,29607.30714,33344.73891,27749.63611,32924.32642,32124.89752,37529.13013,5892.023766,36684.194,40297.16165,36544.96679,41426.01345,38101.08881,36951.42762,37851.27942,34593.6491,33825.25787,34856.98681,38058.47547,36798.24342,34841.31251,40598.09158,41801.32334,36927.03404,43325.72489,6731.595098,36684.194,39910.86189,41756.69926,47092.76592,40584.50754,37631.5627,44136.22924,44061.62684,37003.99086,35822.83468,39386.69607,34455.99761,32413.77626,36909.13867,38971.41203,35343.48421,38819.15418,8990.972806,36684.194,1
tr|B2RUS7|B2RUS7_MOUSE,Abcc8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 OS=Mus musculus GN=Abcc8 PE=2 SV=1",14312.09549,12911.8516,10818.38898,9978.879408,9744.426487,13532.69975,16003.37605,14720.91281,16298.60125,14007.98022,16995.45929,15356.86017,14561.50654,15191.39225,14141.38796,18588.27983,2594.15941,16923.42266,15960.48666,17988.94554,14284.41489,15508.20561,15179.68227,14130.9844,14083.97088,12504.91297,14076.76296,12041.65594,15576.94859,15592.99376,15859.66599,16389.94758,14169.10833,13669.19905,3323.802138,16923.42266,14655.11424,14036.38468,13245.92043,12667.41475,11061.40109,11842.76624,17124.97129,13083.3449,12901.98461,14218.5848,11626.25685,15047.81195,10475.3743,14666.12189,14929.96153,14796.95225,13510.64342,16923.42266,1
