"ProteinAccession","GN","ProteinDescription","b1_s13_M_3","b2_s2_M_3","b2_s10_M_3","b3_s16_M_3","b1_s4_M_6","b2_s15_M_6","b3_s1_M_6","b3_s15_M_6","b1_s9_M_12","b1_s16_M_12","b2_s14_M_12","b3_s9_M_12","b1_s11_M_18","b2_s3_M_18","b2_s9_M_18","b3_s5_M_18","b1_s15_M_24","b2_s5_M_24","b3_s3_M_24","b3_s6_M_24","b1_s1_M_30","b1_s2_M_30","b2_s13_M_30","b3_s7_M_30","b1_s12_F_3","b2_s7_F_3","b2_s16_F_3","b3_s14_F_3","b1_s5_F_6","b2_s11_F_6","b3_s10_F_6","b3_s13_F_6","b1_s6_F_12","b1_s8_F_12","b2_s6_F_12","b3_s4_F_12","b1_s14_F_18","b2_s1_F_18","b2_s4_F_18","b3_s8_F_18","b1_s3_F_24","b2_s12_F_24","b3_s2_F_24","b3_s11_F_24","b1_s7_F_30","b1_s10_F_30","b2_s8_F_30","b3_s12_F_30","b1_s18_IR_IR","b2_s18_IR_IR","b3_s18_IR_IR","b1_s17_Ctr_Ctr","b2_s17_Ctr_Ctr","b3_s17_Ctr_Ctr"
"tr|D3YUR8|D3YUR8_MOUSE","0610007P14Rik","Protein 0610007P14Rik (Fragment) OS=Mus musculus GN=0610007P14Rik PE=4 SV=1",71163.26223,86366.16835,115305.7246,63694.49602,75836.68634,92694.32476,82545.9466,70262.36744,95395.11121,96037.48349,50744.96836,57176.27671,101501.2562,98300.69304,89130.67132,77422.19088,81202.50179,91200.05919,72714.52385,66057.47812,54552.7515,67819.62106,91745.03032,70449.66878,87487.65393,89606.00287,86841.55503,71397.73842,71568.47917,73677.37556,58348.31911,60127.07585,94686.94711,86107.08442,96622.7498,66059.38019,83752.28555,77796.66159,128741.6075,65923.28237,74742.13602,102810.5893,71050.6531,62100.48437,56947.97492,97150.39726,105727.8467,57623.53485,78304.01586,78304.01586,78304.01586,16791.36,11037.95306,9844.510363
"tr|Q9D937|Q9D937_MOUSE","1810009A15Rik","MCG127334 OS=Mus musculus GN=1810009A15Rik PE=2 SV=1",31884.028,25854.15203,35665.23219,22009.77838,30786.08516,30138.04553,19728.58907,22343.1172,30260.49527,30278.76281,24212.99362,24703.54125,35416.34919,28722.29971,35902.85936,29089.98079,31523.50891,23734.77297,22857.34751,23907.68057,35702.31592,37157.61483,20566.05247,20326.75163,29078.16753,25298.81183,25121.22567,21634.85072,29082.20098,30083.04882,26375.45719,28975.92036,41694.25273,31576.64426,29076.03405,26642.7461,32624.95379,26949.31637,26592.95828,24610.66538,34344.92049,30745.78743,33507.79364,30775.57865,31520.56267,38700.66966,31108.32151,25146.03728,25933.32256,25933.32256,25933.32256,6429.980514,4525.024866,8013.114732
"tr|F7B0R9|F7B0R9_MOUSE","2010300C02Rik","Protein 2010300C02Rik (Fragment) OS=Mus musculus GN=2010300C02Rik PE=1 SV=1",32056.56826,34373.48781,21864.96549,38637.4133,29628.37777,21626.87581,29569.31268,20361.04258,26659.50471,32406.02906,27016.65381,48661.40971,23360.45828,28933.40521,31850.63256,21420.84303,26763.91259,28515.08039,25726.68361,42653.29924,24758.75879,27217.45446,26604.7877,23639.75123,30313.17578,33272.24801,32147.70447,32417.3688,23890.32589,33151.31621,35625.15702,52606.85525,41319.154,27525.42327,23988.0533,28153.49614,26344.16045,31929.65549,29883.80371,70174.9124,23199.67777,34050.84254,24097.1744,31591.54774,30372.85827,30632.38933,29522.71899,37678.23559,32281.65087,32281.65087,32281.65087,14870.48786,12408.29434,23591.53043
"tr|E9Q3M9|E9Q3M9_MOUSE","2010300C02Rik","Protein 2010300C02Rik OS=Mus musculus GN=2010300C02Rik PE=1 SV=1",3208063.333,3151462.881,2241077.223,3388269.394,4019772.332,2229612.164,2936641.694,1906824.458,2600287.039,4007963.296,3694163.044,4545946.982,2839550.504,3742354.35,2672655.633,2099144.475,2083567.205,2649946.089,2810610.593,4394812.068,2311949.717,3467474.327,3230881.73,2488588.71,2643775.439,4002918.152,2684530.036,2795788.839,3106962.532,3844103.649,2791263.577,4889413.066,4333417.902,2951273.207,2206907.051,2326621.121,2901127.949,2343953.506,2436383.919,6700570.242,3277328.681,3332495.502,2668710.207,2327771.575,3345624.793,3081816.967,2358876.78,3366315.089,3323841.481,3323841.481,3323841.481,1301811.487,839590.4455,1688919.719
"tr|Q9CPN9|Q9CPN9_MOUSE","2210010C04Rik","Protein 2210010C04Rik OS=Mus musculus GN=2210010C04Rik PE=2 SV=1",247663.379,155735.88,262798.3742,190772.5289,225543.8037,205104.469,245798.3339,216715.9938,211864.5781,241071.2604,202382.4305,287855.692,234208.5796,121573.9317,203114.9835,240749.5556,235751.896,192682.7109,223823.4504,229100.0261,228808.8645,243883.3628,149260.9453,304176.6163,197773.3211,189425.2152,221844.0457,265101.9918,261278.0128,183537.8803,304350.946,194154.2427,251802.9588,262549.3935,127358.8744,339161.8412,224662.8322,140968.1845,150520.5434,229535.9494,222187.2339,246448.9239,279556.5613,223231.0356,247578.6053,229354.353,173791.5427,253037.7312,221757.0961,221757.0961,221757.0961,139664.9,418308.2149,639429.4868
"tr|Q3TE80|Q3TE80_MOUSE","2410002F23Rik","Protein 2410002F23Rik OS=Mus musculus GN=2410002F23Rik PE=2 SV=1",51323.89834,49821.39437,77735.83219,45818.6979,51105.14541,52218.79146,45237.97032,48502.41384,56086.14261,50678.11296,49358.78202,41599.06394,47785.42893,52572.40526,43033.05191,61803.84206,56273.72137,49765.03405,44269.79155,44034.2746,49509.67168,55401.32339,49538.64313,45680.70772,44417.10543,44267.55624,54541.25987,41577.78417,51655.89269,44939.72387,45582.23495,44114.45877,57739.98344,52208.64553,50309.41308,43160.64162,48540.40109,51220.56809,50304.18613,41808.43719,51750.21425,44789.59683,44675.28608,40459.09505,49577.48499,51740.79128,43514.73438,41557.18067,51716.31543,51716.31543,51716.31543,40571.64445,86008.41776,105998.3533
"tr|D3Z3S8|D3Z3S8_MOUSE","2900011O08Rik","Protein 2900011O08Rik (Fragment) OS=Mus musculus GN=2900011O08Rik PE=4 SV=1",125480.4342,187115.3375,149591.3925,136122.1432,125044.8485,149469.1903,158496.8308,129182.9216,152086.0466,148027.8202,152294.8913,107914.5148,120577.9356,183587.9872,162905.593,134185.5974,138852.6876,187109.0326,152250.3384,125536.7271,116772.767,132140.2862,144852.0633,141437.4987,125599.0521,168710.3786,187184.1886,135409.983,133138.6658,155093.2747,143415.1839,118920.9959,105808.3641,147577.6546,152254.9531,160587.1826,134419.7272,224128.3009,180541.196,113507.6409,131185.9152,153146.6519,167014.7316,142260.8692,143569.9346,153252.0709,173571.5189,125071.376,146791.5512,146791.5512,146791.5512,16722.78332,12517.72997,16103.64207
"tr|D3YWS4|D3YWS4_MOUSE","2900011O08Rik","Protein 2900011O08Rik OS=Mus musculus GN=2900011O08Rik PE=4 SV=1",28132.338,40273.99832,31720.33326,33782.68803,24757.8135,33383.90044,43372.06062,30988.24318,33591.14114,33677.79212,34126.09636,23301.74034,27949.45231,42919.32737,35784.21881,49520.44736,35793.02807,44119.97222,41865.31809,31951.9205,28052.62407,33553.44309,33006.77805,32616.80513,31894.07577,40407.1111,37893.58408,32788.50184,31424.05561,35728.30619,39652.70786,27004.93027,23312.66047,34474.6277,40414.41926,39651.88633,31956.64099,49147.91831,38697.15245,26462.05312,32052.32602,34016.20703,47339.12304,32700.17968,36052.42767,35876.45584,41948.20405,30766.73038,34025.13416,34025.13416,34025.13416,2130.543679,2987.497332,6134.860776
"tr|A2ANZ2|A2ANZ2_MOUSE","3110043O21Rik","MCG141727, isoform CRA_b OS=Mus musculus GN=3110043O21Rik PE=4 SV=1",1729931.351,1596352.72,1490232.683,1284783.975,1670328.962,1525741.874,1508821.99,1678505.897,1635287.691,1175135.059,1397169.435,1624175.591,1823902.955,1497951.736,1636379.038,1343480.275,1547621.45,1391726.414,1233851.999,1355108.423,1581947.64,1546255.488,1500337.542,1288995.88,1596100.121,1461941.522,1547858.355,1443169.971,1782186.426,1476213.927,1368470.729,1298580.133,1740834.134,1680061.629,1697920.997,1459319.826,1327215.055,1593483.016,1555842.717,1264171.847,1510105.274,1625944.648,1143965.234,1356200.027,1283647.846,1636758.599,1450807.815,1258318.271,1447147.781,1447147.781,1447147.781,133418.4476,122651.4413,167320.0181
"tr|Q3U3D8|Q3U3D8_MOUSE","3110043O21Rik","MCG141727, isoform CRA_a OS=Mus musculus GN=3110043O21Rik PE=2 SV=1",1895914.408,1636505.35,1587792.402,1415519.44,1884438.692,1675127.506,1623768.534,1834471.162,1729169.897,1288050.479,1527925.977,1759841.078,2038925.275,1572192.901,1659592.997,1478589.558,1687590.404,1408149.748,1329509.623,1492212.572,1668190.817,1739627.16,1662853.615,1397479.239,1777290.795,1473351.961,1647608.067,1556974.378,1951316.463,1562441.97,1492339.951,1439251.561,1905255.974,1773151.775,1836850.489,1563407.237,1472758.498,1615753.56,1582845.891,1376893.651,1605011.781,1715842.595,1229601.755,1487116.51,1399487.347,1758633.845,1482072.2,1383101.069,1578879.93,1578879.93,1578879.93,150254.2939,135373.3178,192663.4786
"tr|D3Z566|D3Z566_MOUSE","3632451O06Rik","Protein 3632451O06Rik OS=Mus musculus GN=3632451O06Rik PE=4 SV=1",27637.58904,36171.3814,38803.05359,62973.35728,44638.1936,50017.35299,37258.70637,36107.5521,31214.97348,72877.16119,68294.97146,31287.73114,31431.3677,67127.33525,46370.43577,41698.65603,25662.95503,46542.86819,52515.5423,51823.33936,47555.56735,42963.30146,81941.55643,42779.02133,38368.74644,75969.15016,58000.91429,51812.07585,35741.29905,42684.16475,30045.12856,54753.02656,24611.20061,40120.04824,67582.16783,51378.32675,69157.8876,44254.87454,44608.08302,49624.95459,33138.96964,77126.91199,39265.52941,59985.88017,22990.98206,39643.00629,37457.90295,41154.07058,48123.47514,48123.47514,48123.47514,2783.206969,2365.664813,6408.482904
"tr|E9Q1Z0|E9Q1Z0_MOUSE","4732456N10Rik","Protein 4732456N10Rik OS=Mus musculus GN=4732456N10Rik PE=3 SV=1",368644.0823,1114019.347,1073530.264,610979.478,415376.1736,925027.0627,361436.7623,388823.1239,653724.5525,468276.615,928947.9004,400157.2612,363761.9649,1116822.508,1493813.47,344495.727,385768.4856,1345084.167,335266.0589,297180.1741,522437.1745,588569.2918,3436200.647,552281.6829,572423.9682,1193426.511,783503.2677,499825.296,1366533.185,770995.9816,530001.233,371702.4617,409499.4686,379352.4686,1595853.794,332042.375,410271.7161,945169.4518,10734989.99,309875.5306,404022.5316,1127497.021,449698.568,1929885.588,555507.9454,393285.1929,1209994.524,371052.8235,768542.4948,768542.4948,768542.4948,386214.7587,433937.0709,1765464.09
"tr|D3Z5T8|D3Z5T8_MOUSE","4930407I10Rik","Protein 4930407I10Rik OS=Mus musculus GN=4930407I10Rik PE=4 SV=2",40026.84629,28365.65699,30163.71177,36983.44831,27553.41285,37726.66611,34602.24987,36060.41631,26778.89907,36720.09689,30216.68788,41105.79087,35977.14242,27049.28788,32113.97546,30955.25015,26930.14755,28909.19817,33297.51388,36675.48073,25860.85779,25661.06456,35230.2022,34027.89345,30039.54986,34577.29434,25470.08295,39046.99228,29215.72462,36301.43763,36730.52554,41746.19197,54673.23652,31165.64649,29737.10553,31375.82107,24362.07528,24666.26865,27965.73167,54141.16849,23913.03583,34492.02687,32879.63891,39623.03948,30722.12915,33511.21534,30263.9167,46015.5659,34647.28282,34647.28282,34647.28282,16585.91,27167.24499,20360.90693
"tr|Q8C5X1|Q8C5X1_MOUSE","4931406P16Rik","Protein 4931406P16Rik OS=Mus musculus GN=4931406P16Rik PE=1 SV=1",11337.39259,14488.10362,15347.99156,15820.1403,10073.19853,16367.97956,12035.74797,18897.34617,10436.64993,13240.02621,14207.10914,13856.36545,11069.2644,15760.69496,12371.71195,14842.36007,12125.58705,15269.96373,14065.72237,13776.16906,17725.43934,10261.68641,13178.85182,13613.3219,13265.43212,11862.41681,13470.20479,12569.05285,10664.89003,13624.40652,15571.86564,14679.68743,10206.37935,10263.20227,14376.75343,13371.93384,11291.76763,13850.41958,14834.34676,12643.99578,10795.36046,16236.16478,14826.28137,13363.48704,12081.11281,10096.12837,15259.54237,13732.4116,13755.50284,13755.50284,13755.50284,17220.72,19537.83737,41770.71151
"tr|F6RPM4|F6RPM4_MOUSE","4932438A13Rik","Protein 4932438A13Rik (Fragment) OS=Mus musculus GN=4932438A13Rik PE=1 SV=1",67964.37001,63794.79667,70213.16791,73851.89162,70104.66522,80205.61162,70081.04748,80933.31119,78842.41106,75680.2279,79181.16434,70472.38996,72857.26517,72240.65492,70514.1271,76180.97569,72210.04166,64010.88639,83188.98123,74624.97113,79292.70164,78624.79675,70284.92538,83518.46922,72604.34833,71269.34436,74472.38421,82508.25921,80732.0103,68707.83244,76762.32516,69428.23433,60214.42857,75871.30027,72505.09069,76573.28073,78791.0439,64059.89983,69597.84816,68051.58225,78264.85421,72272.90765,77048.45911,75135.37733,78954.16417,74063.47173,70435.97262,71779.85031,71516.7471,71516.7471,71516.7471,12356.11043,7402.798629,13160.02508
"tr|D6RI50|D6RI50_MOUSE","4932438A13Rik","Protein 4932438A13Rik OS=Mus musculus GN=4932438A13Rik PE=4 SV=1",36264.61462,27461.2255,27457.50847,40093.75057,38401.56424,35712.71409,36648.53698,38260.89573,40183.20014,38597.98527,36770.04648,37664.76483,36267.34989,31375.32768,29751.01066,38350.62353,41343.43124,28925.49482,40368.15217,38558.88021,38597.8465,42427.28873,34933.74592,39514.32083,41564.78749,30708.40939,31743.27716,42554.3975,42654.81706,26569.75869,40521.02893,36031.2349,30863.57565,37723.53188,33694.81383,37813.89814,42863.56221,27952.7782,33514.32819,34127.81317,38830.70216,36075.0297,40729.28223,39002.56028,45071.51973,37900.81351,32123.12691,39768.44182,36399.95655,36399.95655,36399.95655,3055.581431,4028.885642,10300.66706
"tr|H7BX33|H7BX33_MOUSE","4933434E20Rik","Protein 4933434E20Rik OS=Mus musculus GN=4933434E20Rik PE=4 SV=1",43803.82857,53930.52013,51319.14703,38579.76337,38566.47044,49914.17615,45444.66365,37940.23805,49705.27671,54923.51233,51502.83128,34984.84232,42585.01842,57958.90527,54330.1203,38214.96631,50133.58385,53961.4495,43989.52033,37237.25263,46830.06294,48357.69549,46356.68393,41106.86304,47759.77629,53052.02689,52568.15801,40012.26539,49104.61639,48498.23103,39113.52863,36458.92414,39445.34103,52813.06699,47894.13649,42506.40064,46942.68375,55334.30835,48671.42088,36710.3821,45748.22239,52634.60118,44930.19848,40172.09948,46704.26662,46607.51951,44209.17964,32363.30869,48321.48942,48321.48942,48321.48942,5196.110253,3076.405483,6387.880205
"tr|B1APX2|B1APX2_MOUSE","5031439G07Rik","Protein 5031439G07Rik OS=Mus musculus GN=5031439G07Rik PE=1 SV=1",63555.84005,64405.25257,72155.37323,61257.9501,65184.00825,71412.57216,71869.81601,67758.21614,67064.90866,54345.45347,74847.87912,56220.59633,79790.81415,70115.10755,68185.62722,71705.60487,83735.45773,71505.84893,75303.17977,64876.9136,73722.23133,73687.04232,72459.10808,80849.31949,69808.10342,64192.61852,69607.53347,62298.11058,65899.32608,71514.6566,73993.07314,56711.82691,51735.34736,68080.80037,74418.70681,73476.14407,74761.40129,65678.01124,71370.57655,62819.12261,71999.66345,72804.02553,70686.79575,74885.47483,79948.33383,84691.31143,102577.9691,76753.17243,71518.21504,71518.21504,71518.21504,9333.241438,8329.827835,8428.858058
"tr|J3KMQ6|J3KMQ6_MOUSE","5730455P16Rik","Protein 5730455P16Rik OS=Mus musculus GN=5730455P16Rik PE=4 SV=1",69985.26487,47296.40146,49715.9574,72129.94315,60558.96308,63791.6946,56764.33204,76494.08645,71875.62194,59077.78686,57713.34119,78913.22979,77244.42285,56346.09136,67709.81248,47496.18677,60868.08804,60864.9734,57257.10124,62596.54393,73596.18321,60315.83529,55720.35882,61744.7863,62340.72026,55249.92456,59637.89297,61466.5234,61678.73245,64062.05876,67524.62138,69336.20851,96508.16153,68956.25323,75841.79479,66097.7743,67198.41608,69828.77556,61114.51087,73183.24344,62595.37859,63540.02029,59744.09863,64655.71018,58020.15234,71696.12356,78194.92936,53687.10605,63323.07958,63323.07958,63323.07958,14040.23379,8192.708487,16811.5774
"tr|J3QP43|J3QP43_MOUSE","6330403A02Rik","Protein 6330403A02Rik OS=Mus musculus GN=6330403A02Rik PE=4 SV=1",38853.42993,58810.24687,45235.56059,41196.57066,35843.05586,43575.68937,45127.23627,43756.97304,41651.48882,48366.25572,45229.37593,38683.13849,38245.29537,53614.30082,50143.19715,50273.41792,45374.53664,60128.95832,53695.33775,43497.50324,45026.97057,38663.04047,48388.60841,45211.70215,35311.63773,47310.68761,48065.54067,42903.77605,35208.16233,47266.94924,42442.363,39865.25785,34819.08525,42928.20961,44766.75178,49336.95758,38894.75248,52422.87877,57453.04816,39081.67302,38927.63148,51667.09856,56987.83182,47255.82654,37229.45131,42749.57756,50981.39805,43351.74601,44975.62101,44975.62101,44975.62101,3666.637029,7211.841419,5518.175177
"tr|Q3TA40|Q3TA40_MOUSE","6430548M08Rik","Protein 6430548M08Rik OS=Mus musculus GN=6430548M08Rik PE=2 SV=1",309753.177,298284.8774,221862.4617,262015.3557,236457.181,219259.8527,258639.9673,246239.2822,234890.5421,274862.224,248821.5399,314092.1571,263968.0449,233109.1236,272490.6436,215768.511,254400.8741,278533.4178,242535.7961,256316.1697,269973.1191,251601.6467,241630.0893,217384.2662,217567.0158,287818.6448,211313.6391,269245.5243,244101.6492,248546.7888,242833.5848,262472.7911,319307.3491,256145.6676,258721.6694,259416.6995,265971.0926,251139.1062,271841.0219,315190.7111,206713.572,237836.5821,234729.6121,292764.2192,223293.1002,255698.9539,301677.3116,286089.1937,252091.4983,252091.4983,252091.4983,46629.41973,27537.41782,56749.10448
"tr|Q0VAW6|Q0VAW6_MOUSE","8030462N17Rik","Protein 8030462N17Rik OS=Mus musculus GN=8030462N17Rik PE=2 SV=1",9299.529835,16439.69475,15615.46424,12886.64662,8559.974164,13203.19477,15136.661,13548.06004,8808.50797,13850.19729,15347.92394,14707.87359,11469.88253,17453.61622,22439.00352,14298.63475,10869.2358,27018.87624,17021.15043,24501.12911,14499.4678,14750.09919,14451.47801,16535.80557,10578.3646,16059.58069,14269.23234,16990.44613,10545.01931,13922.18907,21725.825,13734.47084,10961.57111,15357.81469,15984.21998,23569.99709,13410.95597,20071.57561,17896.20038,16720.59551,10399.70957,15761.93214,19388.61173,19392.5003,12664.86933,13008.02618,18053.74606,13591.61803,15338.33519,15338.33519,15338.33519,3698.278,5233.124083,6940.055788
"tr|I1E4X5|I1E4X5_MOUSE","9030624J02Rik","Protein 9030624J02Rik OS=Mus musculus GN=9030624J02Rik PE=4 SV=1",26139.27362,29081.91463,21162.79487,30112.86149,25908.22945,29560.6083,25854.39214,35581.815,25927.57695,25773.27194,24587.71411,52143.79013,23641.93433,23613.94395,23816.52471,23958.65489,24716.99248,24982.27202,24991.88906,35750.14311,23991.15354,26354.58722,27704.86846,28154.80038,22087.3171,19590.99353,23992.89526,32013.33563,23426.64458,29376.56021,25424.64666,38815.91428,29262.19004,22776.69934,28617.67072,21394.79236,23430.72624,33367.48757,26973.78608,40925.03656,27197.645,25159.87476,21364.86052,31812.62176,23098.48829,21285.93408,29950.99558,39924.09461,26928.94065,26928.94065,26928.94065,30976.89043,13572.25247,10354.55852
"tr|E9PUJ3|E9PUJ3_MOUSE","9330182L06Rik","Protein 9330182L06Rik OS=Mus musculus GN=9330182L06Rik PE=4 SV=1",30379.61898,39639.96452,33460.38363,45832.69733,33520.73387,45680.04793,43666.89376,40041.14814,40721.67841,41607.44201,41826.46888,37447.17355,32397.52271,48990.49244,36341.17894,38100.32629,33604.36744,40983.75758,48799.28253,45009.06076,32736.55531,35899.52349,44602.62585,51243.63934,40612.83298,40132.57821,46604.10267,40247.93668,31038.48802,43309.34412,49548.58401,40807.86938,29073.27396,28639.82205,44564.66403,44935.40259,34692.64017,55160.3223,41778.54131,43512.63985,36928.71643,41772.84138,42169.33126,38188.73743,30000.18254,32391.93979,39944.77737,36533.40841,41871.73135,41871.73135,41871.73135,6498.498139,5295.985374,7629.237317
"tr|A2A6U3|A2A6U3_MOUSE","A2A6U3","Septin-9 OS=Mus musculus GN=Sept9 PE=1 SV=1",46764.20528,46018.81894,43326.47138,46541.86004,43974.53019,42852.50385,46857.74467,41441.16482,46098.78004,42827.71808,40742.36576,45031.18334,45104.88012,42082.33732,40178.55603,53364.69608,50535.72758,37989.53852,44430.20346,43248.77049,52801.38206,44318.41676,40816.96643,49883.38525,44019.82594,41821.00987,42136.32355,44679.99151,44501.74425,42414.79881,42631.71477,46339.53114,44504.83867,48240.98036,42299.55702,41038.25588,46561.88248,41351.46357,41653.57963,48695.33311,40509.06536,38536.08306,41106.94839,47915.59763,46289.57027,44116.08335,43844.39858,52563.51715,43268.71148,43268.71148,43268.71148,11197.43204,7320.98253,15346.19744
"tr|E9QLA8|E9QLA8_MOUSE","A830010M20Rik","Protein A830010M20Rik OS=Mus musculus GN=A830010M20Rik PE=4 SV=1",71827.06274,67558.28552,78496.2672,72119.26621,69415.1958,72023.81448,64025.61898,69390.48619,60141.8108,71084.67493,74028.30402,105684.4483,69477.91252,67546.18464,65246.63075,78705.79665,65859.36169,60848.99945,67007.46927,72892.25065,65417.91012,65166.86997,68314.2922,69906.33414,69909.96298,71437.77513,68348.74803,68835.94989,63152.89856,69574.95231,71504.03123,100624.9304,94033.53891,66221.85235,62072.45527,64867.14045,66840.13914,66269.03053,63843.11791,104936.0538,68149.93814,70933.0836,68193.04525,68257.25786,68841.20471,59221.3123,67980.46577,69834.99164,74078.28161,74078.28161,74078.28161,33851.42024,26205.61832,43532.50082
"tr|G3X9V7|G3X9V7_MOUSE","A830010M20Rik","MCG19133, isoform CRA_b OS=Mus musculus GN=A830010M20Rik PE=4 SV=1",71827.06274,67558.28552,78496.2672,72119.26621,69415.1958,72023.81448,64025.61898,69390.48619,60141.8108,71084.67493,74028.30402,105684.4483,69477.91252,67546.18464,65246.63075,78705.79665,65859.36169,60848.99945,67007.46927,72892.25065,65417.91012,65166.86997,68314.2922,69906.33414,69909.96298,71437.77513,68348.74803,68835.94989,63152.89856,69574.95231,71504.03123,100624.9304,94033.53891,66221.85235,62072.45527,64867.14045,66840.13914,66269.03053,63843.11791,104936.0538,68149.93814,70933.0836,68193.04525,68257.25786,68841.20471,59221.3123,67980.46577,69834.99164,74078.28161,74078.28161,74078.28161,33851.42024,26205.61832,43532.50082
"sp|Q3UHJ0|AAK1_MOUSE","Aak1","AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2",641785.2702,506143.8579,202557.6075,546971.6298,414754.2424,318208.4335,346908.2089,401621.1131,289773.9949,444634.8148,402260.3122,846245.1083,518120.523,296901.2165,313029.3037,204853.0161,384671.2221,321434.7793,341938.6828,455721.7166,398300.5087,320964.8079,350967.8087,393312.2396,339331.7886,386605.6564,302387.0966,428962.3789,407775.1216,468270.5748,353095.969,607385.1444,789908.5382,327077.4434,321396.2533,263042.8239,380019.6085,340778.9638,373811.0425,852714.3706,298268.4534,350607.7369,278266.0945,442684.5448,438477.0247,295398.3616,394893.1671,569606.3951,420957.3899,420957.3899,420957.3899,150163.49,116287.8564,187242.5055
"sp|Q8BGQ7|SYAC_MOUSE","Aars","Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1",46074.87765,60166.40904,19341.26024,40953.58269,32920.13025,15983.62182,33699.26955,16408.70899,20205.65647,29978.11711,33528.43698,27824.49584,16692.40783,27390.67746,23432.16347,18783.94489,38706.76194,45193.75815,45312.02197,58315.80727,38443.41064,32472.01131,30633.2067,21410.68237,26332.50882,37611.7326,24299.59656,43159.50703,38712.2212,56305.04228,50466.56026,23462.28638,26533.52921,32107.33065,22014.22584,27747.83508,40246.15687,33317.12433,35943.19108,36837.97182,29492.58935,23823.05026,33879.25838,44950.37303,44921.99064,24800.63609,33536.80256,84182.94677,36480.60397,36480.60397,36480.60397,18348.20231,9614.91907,19136.34872
"sp|Q80YE4|LMTK1_MOUSE","Aatk","Serine/threonine-protein kinase LMTK1 OS=Mus musculus GN=Aatk PE=1 SV=1",70501.76351,75583.24088,74213.76106,85273.81983,97379.23226,92550.8092,86651.94302,82295.12332,81640.41744,103639.8794,105293.497,84176.53147,78052.65254,96787.72141,78587.51989,80385.96108,76439.95171,82071.21964,99541.78689,99538.22642,83240.85577,90693.95969,102028.7669,95499.65038,85408.48197,102405.5297,89012.13037,83858.12852,86141.24767,91233.64536,88837.93269,92682.95507,72213.16111,87967.76554,90066.77067,92623.76,97580.13932,84910.26827,77436.16139,97271.56338,98351.4181,96984.91022,103509.1281,86281.03708,78488.50831,87118.97904,78891.76624,79861.2266,87202.5812,87202.5812,87202.5812,15325.67269,11759.03392,18959.36048
"sp|P41233|ABCA1_MOUSE","Abca1","ATP-binding cassette sub-family A member 1 OS=Mus musculus GN=Abca1 PE=1 SV=4",48201.1061,29849.93402,41454.51696,58149.52625,55670.46535,54821.68322,55866.05227,45959.34636,75720.2015,59398.92022,69688.27651,44764.71983,56683.95699,56224.00361,52653.04995,54744.87351,49368.83966,44907.71649,63475.3333,49733.69408,56320.80301,74540.13944,60195.28283,56664.47687,61899.87916,45389.42774,59822.09326,51231.56431,57195.82017,59271.45264,58387.45607,41929.84064,46284.14203,44335.22607,51484.43702,49186.67978,65223.7613,52649.13049,38145.02804,49074.14375,61027.34708,59027.57105,48163.25275,49530.86675,53725.21273,58153.67813,45213.98829,42410.00742,48717.55131,48717.55131,48717.55131,13314.01775,5107.766315,12802.48461
"tr|E9PX95|E9PX95_MOUSE","Abca17","Protein Abca17 OS=Mus musculus GN=Abca17 PE=3 SV=1",34049.7491,29885.72848,34095.74421,32520.68188,35839.14031,38762.89168,33339.4965,36010.05394,31533.64604,33760.03292,35499.13662,31848.93683,31894.03007,32311.58201,34576.88386,31704.02231,38747.11403,29889.83774,33587.82537,37149.64172,30853.0532,37070.53851,35389.76947,35404.47271,40028.39552,32078.80542,34160.69223,36187.82958,35038.10891,31128.11578,34068.83189,33103.78982,28392.13249,32362.51169,34108.15271,35991.5148,35866.87578,28831.8227,34348.31784,29624.18517,35698.37051,37966.60148,34962.40122,38436.63379,35361.31034,32761.68356,30472.86679,33159.58318,34676.7407,34676.7407,34676.7407,5504.233499,5911.815624,5770.783104
"tr|A2AJ26|A2AJ26_MOUSE","Abca2","ATP-binding cassette sub-family A member 2 OS=Mus musculus GN=Abca2 PE=1 SV=1",205765.3144,220608.7873,248083.4944,257790.8525,273606.3385,306211.885,278981.1169,249990.293,333356.781,271841.3434,305667.3696,230354.4981,246123.7342,291720.2804,263453.9628,258427.8218,251584.3802,282373.028,322908.0161,266376.8812,314614.9056,328582.662,303700.7522,309517.4569,293300.0368,258941.775,298754.5516,244315.7088,261446.8979,276687.8722,294741.2977,233942.0594,208854.6014,231128.5474,305024.7338,259441.6777,290766.2292,288972.7072,250043.944,242905.5377,291360.1702,271888.7417,256203.9289,258207.0676,259205.6824,260731.7506,265133.2251,220127.2581,259336.4094,259336.4094,259336.4094,42246.42435,33130.57657,55616.24798
