ProteinAccession,GN,ProteinDescription,b1_s13_M_3,b2_s2_M_3,b2_s10_M_3,b3_s16_M_3,b1_s4_M_6,b2_s15_M_6,b3_s1_M_6,b3_s15_M_6,b1_s9_M_12,b1_s16_M_12,b2_s14_M_12,b3_s9_M_12,b1_s11_M_18,b2_s3_M_18,b2_s9_M_18,b3_s5_M_18,b1_s15_M_24,b2_s5_M_24,b3_s3_M_24,b3_s6_M_24,b1_s1_M_30,b1_s2_M_30,b2_s13_M_30,b3_s7_M_30,b1_s12_F_3,b2_s7_F_3,b2_s16_F_3,b3_s14_F_3,b1_s5_F_6,b2_s11_F_6,b3_s10_F_6,b3_s13_F_6,b1_s6_F_12,b1_s8_F_12,b2_s6_F_12,b3_s4_F_12,b1_s14_F_18,b2_s1_F_18,b2_s4_F_18,b3_s8_F_18,b1_s3_F_24,b2_s12_F_24,b3_s2_F_24,b3_s11_F_24,b1_s7_F_30,b1_s10_F_30,b2_s8_F_30,b3_s12_F_30
Q8BPM0,Daam1,Disheveled-associated activator of morphogenesis 1 OS=Mus musculus GN=Daam1 PE=1 SV=4,20668.19709,23896.09969,24661.03674,21447.19992,23218.28871,26281.06748,26680.62519,24480.619,22938.45144,23856.72141,26161.52272,23058.51132,23890.55185,24345.95143,21003.45028,28537.97998,25878.58407,25805.04563,24928.5482,23840.06663,22677.67204,23811.86882,24818.96265,26984.01061,24707.72848,22099.52328,25464.40408,24120.43708,24281.69801,24101.28525,22193.2242,25256.35616,17862.00878,22042.81809,24888.92859,21719.22855,23052.07195,19321.55975,25126.5092,24047.04353,23608.78512,21698.13098,22888.63909,24268.74614,25415.57205,19297.72438,26376.05583,25804.40664
Q3UHC7,Dab2ip,Disabled homolog 2-interacting protein OS=Mus musculus GN=Dab2ip PE=1 SV=1,49748.31682,48665.20683,30539.98925,50937.40456,32558.13595,29912.6368,31922.08921,39204.16949,30158.55216,33251.06219,35063.17435,76020.43191,43831.90988,29025.71916,22492.63377,21112.16501,30663.09836,29129.99764,28522.16619,46485.16125,31500.22859,28006.37153,31658.16206,24811.26361,32677.0869,30439.93604,29908.8963,40039.02361,25669.84933,41169.82458,36233.45613,70244.80711,61933.97131,26240.51725,27464.11203,22489.50697,26474.0642,36772.76899,32788.46651,88903.29491,32082.22768,26852.24371,30587.13038,40046.64038,39153.31558,27181.66838,35209.28485,48043.86219
Q62165,Dag1,Dystroglycan OS=Mus musculus GN=Dag1 PE=1 SV=4,21951.89914,21795.49751,21838.9072,22711.50002,24974.40843,23100.4327,19983.45099,21803.36335,21870.89358,24364.86397,22225.42347,22838.76918,24678.68631,21844.14671,21437.89082,17869.08616,23108.87242,23306.32254,20820.62565,21138.81114,22109.56832,22025.62019,22539.53476,22391.79247,23502.70766,24311.38306,21919.13651,20001.47868,22903.49392,17860.00284,19364.0983,20438.45846,22437.83346,25054.55049,22029.45594,19415.23038,22868.07139,22969.28843,22613.80436,21894.23356,21437.03748,25130.57926,20427.80133,22263.87384,23639.31634,22431.61389,22240.3229,20128.53571
Q91WC9,Daglb,Sn1-specific diacylglycerol lipase beta OS=Mus musculus GN=Daglb PE=1 SV=2,102019.8389,99319.8167,87363.8509,82901.00605,125600.4316,91557.8758,92639.3583,93383.3985,144423.9705,86114.9955,98312.5752,83304.68791,101390.9457,95605.4001,96375.0788,91013.9656,122608.7617,79088.80253,88116.6575,103736.2891,134530.9638,154453.0145,103577.1672,87316.0607,125046.4422,90784.0937,106550.4697,95843.6732,133394.9277,103488.7025,115774.3727,91737.6979,100840.115,111258.0242,119667.9113,98217.2242,119869.2544,98531.5921,83973.05354,88639.0996,136299.9535,95098.1226,85224.1092,102852.8312,120889.1524,127007.4044,116282.1306,115740.9934
Q80YE7,Dapk1,Death-associated protein kinase 1 OS=Mus musculus GN=Dapk1 PE=1 SV=3,84515.11633,90348.46113,81293.37536,77410.80355,122494.4458,90619.99373,106207.3962,76845.15888,65887.98152,111679.1622,106919.8369,84054.32933,109424.7393,106620.0612,93860.14243,101040.8839,77147.68116,104752.0667,114994.2133,107200.1112,64100.89369,106597.2988,124546.778,120291.2213,85033.65243,128664.0873,78715.83667,85394.16693,103076.6313,96195.18403,90260.81303,96998.95273,75352.58753,107109.4536,77022.32858,92783.00833,93078.46723,78825.09087,100941.5401,101137.2414,106834.6181,112747.3369,103961.7506,74910.6936,101110.7682,105437.9221,82728.65197,98580.83403
Q922B2,Dars,"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus GN=Dars PE=2 SV=2",253149.7753,237328.9967,303423.4769,248246.5816,268306.1841,257877.8956,435916.7712,201789.3761,340126.9106,135531.0301,200202.3253,216028.5093,168711.5914,211510.0457,474579.2707,207916.3926,270720.973,294101.8742,147023.0677,167422.1334,417308.9225,223842.7699,247411.9767,146055.2209,430395.6511,311624.9102,485338.1581,303719.1179,251109.6229,246471.1852,370015.0123,173898.8069,238314.1476,319622.4742,452639.8365,420846.6075,169450.2344,665023.4746,299464.4062,185864.8567,188115.8419,275031.5941,166223.4345,274743.9972,171846.6333,316151.9235,278023.0265,225968.9685
Q64237,Dbh,Dopamine beta-hydroxylase OS=Mus musculus GN=Dbh PE=2 SV=2,141509.949,141529.7154,131027.0286,137057.3256,138527.5363,159631.0935,153115.4018,165092.9641,167309.7674,124128.2707,143497.6103,117045.0104,138717.8697,143667.8205,124596.8682,120224.1807,154832.1189,126774.6283,129058.0323,136523.265,168741.8308,156650.8462,129578.4697,139544.9859,176197.6564,127070.8515,151438.904,148127.4581,144897.4824,140242.2146,144123.0856,119700.8398,116780.4053,131179.7092,155291.2152,123910.815,130985.2124,122637.2816,114200.5158,97545.96196,135270.5866,115819.441,121491.7296,125720.5993,146131.4072,139508.6532,147471.0436,123089.0267
Q9QXS6,Dbn1,Drebrin OS=Mus musculus GN=Dbn1 PE=1 SV=4,242492.8138,159410.5486,133921.7538,279858.1658,598076.0397,197466.542,297468.2339,133741.4159,214048.3233,718593.1321,511810.9781,479094.5926,400028.2409,457307.8415,139176.166,214100.8362,99771.31562,197937.5838,414671.7638,538884.0227,114599.7306,404927.503,405039.6723,356251.9889,219234.444,486242.1636,151157.0472,167560.5657,356824.1398,387308.2536,139713.6648,459348.4239,466066.5498,314439.1526,120380.7589,142808.793,374245.3283,86409.66852,116466.112,690672.4774,473252.0488,357895.6838,404552.693,111378.0849,334680.1055,306627.6335,106891.2729,196964.0557
Q9DC22,Dcaf6,DDB1- and CUL4-associated factor 6 OS=Mus musculus GN=Dcaf6 PE=2 SV=1,17000.41303,10522.15806,14750.47534,11170.1719,9484.153479,15485.39909,10141.88962,12152.54457,8386.163859,14752.94803,16375.55539,14258.00433,10811.09417,14106.61857,21267.19921,10598.73536,12029.56677,15391.10087,13134.33637,13084.46871,8780.503369,10691.92938,15193.11996,12812.8645,9118.821519,17283.91812,14615.20006,13101.84849,7757.929259,12661.07079,12716.97223,10725.49433,9539.939979,9885.171759,15254.12548,15832.07294,10410.80999,11433.95139,18364.684,12300.10584,12675.41551,17953.75904,15551.49343,10778.6115,7740.116579,10380.22867,13518.7044,12737.61254
Q8N7N5,Dcaf8,DDB1- and CUL4-associated factor 8 OS=Mus musculus GN=Dcaf8 PE=1 SV=1,25391.81397,10241.86122,13552.52791,15410.67362,29042.2835,22782.03225,8979.43829,19555.09162,25622.86835,20658.22307,16061.95306,17629.44115,25655.56588,11056.90537,20570.35452,12399.10111,25924.42979,13207.06038,12136.12992,20992.99225,27248.31165,34618.63925,17047.26901,16060.375,30848.24058,10849.52691,16169.24702,17656.07679,17134.06244,16306.07108,14246.8643,11743.11095,31847.41983,20028.49434,27080.94972,21787.66953,23808.99964,10635.32542,10817.34199,10867.40913,25244.13294,19730.68085,10025.69274,16725.85269,18052.52172,29344.22753,21145.24949,12335.12512
Q8BHC4,Dcakd,Dephospho-CoA kinase domain-containing protein OS=Mus musculus GN=Dcakd PE=2 SV=1,62838.84391,70078.17878,78245.81295,86091.93714,64553.8748,68878.23477,74009.975,72436.02193,63751.16769,74274.49868,71538.45664,58841.94513,65640.6037,68131.5271,72455.09477,62856.65926,63439.41994,57478.43366,65448.07574,67924.54154,57201.27295,55826.66422,58463.81979,77925.87295,69057.52534,68910.30629,72658.48032,74914.19346,53785.41484,67213.33467,70195.13793,70139.63907,68882.22861,71206.43751,64917.31782,70893.0967,73268.03489,57964.319,73527.94201,75735.49122,54894.08541,61072.16472,65864.73942,65108.67303,62302.15241,68531.94936,56803.13506,62277.85937
Q91ZV3,Dcbld2,"Discoidin, CUB and LCCL domain-containing protein 2 OS=Mus musculus GN=Dcbld2 PE=2 SV=1",5799.814509,13101.87128,16490.45781,17096.65553,9420.145079,16122.33498,12779.68726,14188.98198,8996.607229,12675.63502,19438.18754,13724.94933,9542.121289,16517.96976,19351.19289,13782.10104,9756.489349,17336.53456,15650.18325,14790.54876,10103.36919,11434.32392,16653.7772,16387.47255,9936.251409,16706.58006,18681.24805,14747.69871,8224.069709,15368.77961,16379.98865,12829.80124,8342.342539,12141.2047,11446.21319,15232.00516,9507.752839,12931.63994,13982.41491,12677.59712,10879.37847,13455.10013,15568.04876,15880.41196,15241.82169,10127.95944,16076.939,15749.60135
P70211,Dcc,Netrin receptor DCC OS=Mus musculus GN=Dcc PE=1 SV=2,91146.43671,91521.33621,90972.31941,99086.25831,94754.85811,108385.0703,103818.5703,102184.4736,98201.16661,102780.7869,109817.6819,94558.34961,97662.91391,106105.3166,107008.9027,103058.1401,102731.5834,96994.90301,111315.5999,100879.9649,103278.2557,97571.10811,106442.8816,103611.1118,91972.98821,103134.0296,97069.28511,104725.5961,93678.64451,91378.10501,103606.4015,93002.24341,80295.69604,96182.98751,99155.58581,102912.9132,100253.3845,86384.79081,93364.48731,89489.76051,99013.75611,100231.4131,101640.5512,97144.14261,88887.97201,89339.12001,90312.26881,88106.92791
Q9JLM8,Dclk1,Serine/threonine-protein kinase DCLK1 OS=Mus musculus GN=Dclk1 PE=1 SV=1,197417.5289,139520.1646,41396.48523,147705.1573,208876.1635,18753.19243,93389.76443,37528.02553,74208.63203,156764.5164,90562.78823,167876.4928,73340.07543,71283.16253,50843.07763,55235.13763,184206.6565,62565.32843,89147.10893,167939.1263,181465.9958,130091.5761,93650.75643,39197.95253,108654.043,112674.4694,79437.04243,136278.1634,130861.368,143218.2379,106107.6619,184998.4478,201683.2798,107777.9051,62513.78633,55154.91003,164636.0056,57540.05473,98110.28923,256208.2682,108183.8879,67885.08273,53702.63213,154575.2164,131022.6749,98013.63193,109884.3392,200116.4959
Q6PGN3,Dclk2,Serine/threonine-protein kinase DCLK2 OS=Mus musculus GN=Dclk2 PE=1 SV=1,65127.59596,58416.89096,55740.49366,72829.96296,114150.1289,38524.56844,76341.12946,34067.86079,49274.87277,87632.13996,70364.81916,66400.48786,54086.56246,64662.16146,51114.17386,56677.52706,74634.65786,58391.95296,58260.21666,82743.04856,74184.74816,69859.37106,87206.58626,50891.84306,74026.58136,72047.73956,67072.85806,51834.09716,66057.71796,66029.76276,66770.44136,80359.87746,89619.14476,69666.35686,63346.17426,45481.0913,82766.56686,51130.41986,62622.64916,99752.55086,68598.77336,71391.92016,44244.57413,62090.43566,71517.38986,73894.16876,50004.10041,67832.31316
P28654,Dcn,Decorin OS=Mus musculus GN=Dcn PE=2 SV=1,38803.1728,42569.55524,37190.34319,47351.64012,39030.67154,44163.61523,35762.19219,48341.73095,48632.5097,39809.4322,41952.02409,39619.19583,42982.5501,46688.9182,44517.22662,43162.86098,48939.09059,43210.40348,42435.9053,53700.54124,55363.23344,43021.25595,46368.46446,45762.70226,51694.76495,39871.40124,43667.47613,45147.72314,56840.66421,45855.58261,53014.69316,48929.8196,36993.35975,49698.05059,46371.50288,40408.08102,42029.03411,54527.94778,44773.67285,44234.77049,47833.16692,46873.47538,45387.67409,45534.38902,45961.54912,40915.12066,48012.01437,43499.78102
O08788,Dctn1,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=3,196497.3051,154975.3832,85455.72788,184034.2338,122968.5824,104484.1091,106393.3073,108976.1517,92966.77388,145158.4365,147020.2318,253060.7994,135776.5546,110165.3225,96756.70948,68683.52958,136035.6519,118038.3012,125936.6048,157243.6685,145710.614,106397.1784,118433.9955,109698.4916,101677.7657,136825.2853,94031.80248,150904.885,101578.4761,151259.9163,120103.0169,189737.7138,218443.0995,104543.9255,98030.90478,83027.34538,127788.4402,100729.5952,129351.859,275072.0655,98660.07028,115010.0032,93035.56798,156118.0566,110619.0781,100411.2799,132378.6477,196657.1508
Q99KJ8,Dctn2,Dynactin subunit 2 OS=Mus musculus GN=Dctn2 PE=1 SV=3,221770.8777,183645.4162,96770.93193,188357.3456,152324.242,116631.5001,136514.3474,122684.0509,119716.1839,158108.4225,142657.4889,246906.9146,182347.1156,129185.5016,99946.05633,79675.44983,148372.7365,129331.1857,128789.7304,147532.3024,180157.7899,129338.0205,124516.0322,113956.617,114385.0767,149222.019,106722.0943,150913.1704,139327.0364,165013.8853,113728.5719,189683.7116,308211.8574,136432.7874,105107.5312,93928.22243,148355.3083,114057.8941,134164.727,279696.1638,127036.5096,114192.1459,102213.4392,142840.8705,137574.0855,135482.5126,134735.5357,185591.523
Q9Z0Y1,Dctn3,Dynactin subunit 3 OS=Mus musculus GN=Dctn3 PE=2 SV=2,51136.91952,57578.49669,26988.05444,52074.55853,29676.10718,24994.60523,43719.31319,38327.73501,27152.88867,51495.14876,40186.54733,67430.65018,34928.88792,43479.30069,25272.62015,22532.2311,30196.60877,45381.40798,38212.01025,40194.40136,33032.9027,26282.04586,31639.20462,28594.80387,24530.00803,42958.23766,28178.50177,36194.63503,24872.03511,50639.17145,30743.20653,54584.86106,78143.38953,31190.78504,28434.51459,31666.70213,30917.04945,38559.2008,44949.7734,71731.28537,23759.74877,34636.66073,31446.54277,40022.69835,32081.0824,33308.58068,34072.15007,48780.93702
Q8CBY8,Dctn4,Dynactin subunit 4 OS=Mus musculus GN=Dctn4 PE=1 SV=1,11713.0609,9577.926839,7343.377099,9938.733339,8219.229729,6503.026219,8036.898659,5250.461309,6996.159379,6060.356639,6914.174839,13939.59591,6796.713409,6686.540709,8530.611139,5060.774909,6484.761809,8220.476729,6506.879589,9260.119909,9951.339679,8464.544789,8585.238089,6413.732069,4005.668189,10622.30092,8529.107369,6994.800159,5308.628219,11533.33499,8734.762279,10079.28037,13106.7476,5795.868279,6790.876939,6218.494319,5183.876029,7423.081829,8702.867099,17693.13793,5933.245169,6691.909259,5680.027139,6865.175919,5818.225669,9816.682459,8093.138779,11491.74683
Q3U1J4,Ddb1,DNA damage-binding protein 1 OS=Mus musculus GN=Ddb1 PE=1 SV=2,211599.7409,351817.2793,237000.4642,357265.3047,224902.4849,345462.8987,356209.208,359443.9834,245582.2794,242066.6621,312311.6431,331522.4813,247690.849,281433.9868,245852.2675,291892.6605,201510.1859,419130.3057,324345.5014,346781.831,199104.9328,235551.9572,380709.7094,323129.4011,271655.4821,226560.7901,283739.6403,337933.2785,192483.1137,330699.1511,324758.5487,322505.5093,221928.8049,190133.8529,345470.9348,365295.0916,220327.2394,447563.3744,385438.9932,303504.6051,224715.1612,347378.5186,292953.4538,305217.6168,193720.5379,223765.6594,253376.1805,315233.9452
Q80YA3,Ddhd1,Phospholipase DDHD1 OS=Mus musculus GN=Ddhd1 PE=2 SV=1,404023.7357,462541.2971,203290.573,398687.3799,460892.97,630776.99,234293.4602,726711.1331,197292.0753,532182.8152,221030.7707,468558.1294,514175.4461,213625.4323,288444.2134,266031.885,243448.4266,304107.3668,228254.7453,483727.3717,181754.9276,273562.8799,336337.2684,534091.7887,413419.1962,326495.6579,254536.3326,545517.3245,344162.9026,245308.6888,308335.5757,506785.734,359330.2253,246345.0313,256990.3477,304629.3954,322888.5086,244234.5644,269449.2291,400330.881,371369.4588,520080.7998,355018.5362,255967.4373,294000.6532,443476.6876,298947.4672,508580.2584
Q80Y98,Ddhd2,Phospholipase DDHD2 OS=Mus musculus GN=Ddhd2 PE=2 SV=3,97071.8637,79012.28205,51109.63008,54189.13752,69018.59239,77853.493,44373.1338,102182.7015,60457.64474,76048.46546,51702.28512,110922.352,90692.3945,47676.34704,51803.39857,62746.86647,67155.31135,51114.70122,43532.46424,71654.5716,51259.72577,57242.60653,59245.9253,80010.2286,64995.99936,56881.90872,47633.55392,74925.28268,69730.78523,57114.70077,65215.04245,72861.39291,98306.104,62049.56394,56362.85792,48020.61908,62018.84457,45872.39677,43368.61464,61486.92858,61628.53656,68552.58807,60041.93874,59030.49444,72572.37277,74522.39561,52893.37126,76271.70981
O54734,Ddost,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2,80570.29458,91787.29538,144932.3567,103415.7016,107511.2978,115614.6162,85766.47288,106189.6706,113083.699,83257.22908,95808.27038,69404.15078,112875.1864,110550.5183,109729.7141,99091.80788,108063.3308,109966.7665,74710.13108,98537.34288,200786.3211,95255.49178,105575.4588,96514.50858,117297.2895,98760.91828,94010.57638,90576.63718,84191.47358,99695.09048,78642.23228,76219.82848,100053.7353,76117.07778,136844.1264,75046.16068,86296.45838,86857.41028,108354.436,78695.11658,103502.2032,115943.3198,69841.66588,82803.11438,80927.95548,98802.49498,107893.3642,72839.14438
Q80WW9,Ddrgk1,DDRGK domain-containing protein 1 OS=Mus musculus GN=Ddrgk1 PE=1 SV=2,11142.89794,6065.535181,14249.53576,19515.94689,11749.20243,15337.99171,43844.57648,17430.35822,12562.07969,14618.78749,12399.64767,20116.03177,13280.73894,12990.26436,17345.28828,43106.49896,17366.81482,13040.18033,39485.77434,25883.21927,15251.59973,12219.55349,9786.653011,35578.21004,12006.90997,10262.22272,12582.69883,18509.6854,12479.16202,9409.034071,18172.61159,13575.55204,11687.78156,11536.00142,11896.84734,43623.86932,13734.96223,11992.02123,16131.52475,19379.25306,12631.64106,13469.5756,48475.55601,17151.357,15085.78473,13526.7779,15308.15114,13636.33257
Q501J6,Ddx17,Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus GN=Ddx17 PE=1 SV=1,147411.2467,105087.7165,149094.7029,131864.8209,148470.3469,88443.30822,129492.2827,125074.1527,127712.7149,93722.87622,108858.7224,212835.2427,145968.7433,110743.4116,137147.5658,97062.67572,103843.6724,76497.38802,95784.94252,101276.0549,123837.8339,118020.5463,112863.1814,88783.03282,129686.31,147107.6855,127253.9946,123802.6559,172678.7639,125669.1559,106210.7702,193952.6392,240490.4683,114363.1983,125712.2678,114498.7365,111112.1314,157072.3224,97145.19972,199016.1842,99279.98942,116728.501,105839.1941,118341.5252,102849.8494,138300.5382,118206.1139,93000.48772
Q61655,Ddx19a,ATP-dependent RNA helicase DDX19A OS=Mus musculus GN=Ddx19a PE=2 SV=2,113716.892,83697.14481,5186.355533,79856.42221,45893.97901,6116.416503,32240.94811,32497.71749,20132.04524,45883.75271,38597.75071,111439.1639,36581.52512,19755.97283,31978.25172,1750.297643,60023.43531,32170.4724,33478.26329,53652.88221,73384.87291,33784.92533,28072.44439,14193.95202,42056.70021,55355.67281,15262.09002,56219.08621,37047.49104,58980.69211,31149.45849,78045.91251,134048.16,41892.01231,34490.3309,13908.93254,46680.67721,37290.29283,49188.18961,119309.8453,34640.38444,28713.29665,18522.63246,59891.41221,55059.32671,39225.98031,73683.91771,94631.09051
Q8BZY3,Ddx19b,Protein Ddx19b OS=Mus musculus GN=Ddx19b PE=2 SV=1,113716.8862,83697.13903,5186.34975,79856.39933,45893.97323,6116.41072,32240.94962,32497.71884,20132.03946,45883.74693,38597.74493,111439.1249,36581.51934,19755.96705,31978.24594,1750.31472,60023.42953,32170.46662,33478.26416,53652.87273,73384.86713,33784.91955,28072.43861,14193.96273,42056.69443,55355.66703,15262.08424,56219.07543,37047.48526,58980.68633,31149.46053,78045.89053,134048.1542,41892.00653,34490.32512,13908.94342,46680.67143,37290.28705,49188.18383,119309.8023,34640.37866,28713.29087,18522.64097,59891.39963,55059.32093,39225.97453,73683.91193,94631.06003
Q9JJY4,Ddx20,Probable ATP-dependent RNA helicase DDX20 OS=Mus musculus GN=Ddx20 PE=1 SV=2,7032.695537,7788.436077,7898.558607,12319.65221,5059.792677,6733.756797,9724.962517,11392.17436,4136.392687,3633.693447,8509.029767,10691.21582,5616.542177,3214.282267,4874.784267,12246.46064,2281.336077,5018.382907,13874.38925,10455.36595,5825.320287,2879.015267,4770.843417,10719.39812,6228.421877,6150.356377,5401.024957,9824.741037,6150.432977,8184.889727,7753.681407,9803.143937,10654.04167,5789.942127,6990.682897,8811.190967,3994.221167,8621.680167,6823.816567,10566.81993,3559.284687,5291.332667,11980.39309,12173.27417,6020.294997,3065.744447,7056.896517,9720.691447
D3Z0M9,Ddx23,"MCG18410, isoform CRA_a OS=Mus musculus GN=Ddx23 PE=3 SV=1",20249.24699,12327.69272,16746.96721,18704.81011,17712.58503,15251.21366,13210.40124,18725.00283,8280.4977,15327.8199,12860.38694,28596.19276,15064.92157,5010.51381,12105.99171,20966.6621,9073.0661,3505.43381,11572.28426,13770.11273,12940.224,10680.89931,14751.70303,16932.44542,13883.95565,9900.69948,4844.97016,23704.57033,14148.30976,10609.7156,14109.47172,25582.87747,16613.40318,9641.108,12277.58551,11321.57038,12682.61302,7745.78862,5821.96138,23201.99506,12561.99787,18249.48042,13358.99316,18801.10029,15832.01585,14505.21192,11666.30602,19170.0799
Q8VDW0,Ddx39a,ATP-dependent RNA helicase DDX39A OS=Mus musculus GN=Ddx39a PE=2 SV=1,328333.6548,211845.4476,368099.8272,218362.1839,181676.0716,139041.8487,100392.145,183005.539,145582.143,116867.0538,128233.0767,178145.1711,184019.5027,95326.59858,185167.9487,241432.1713,287560.9859,129472.96,106965.1589,118873.7444,284303.9338,92249.54798,76025.76418,109570.2926,146333.4851,175371.9864,97623.11168,214566.1633,196283.2071,163331.491,103722.7363,123479.7846,346242.7858,137634.2474,202901.5836,72616.55128,163498.206,102906.4934,187673.4133,137865.202,117969.1272,189301.5715,95357.87468,176986.1456,145996.2918,175880.5496,198131.6997,174733.508
Q9Z1N5,Ddx39b,Spliceosome RNA helicase Ddx39b OS=Mus musculus GN=Ddx39b PE=1 SV=1,331543.1952,235225.1123,396901.8095,242867.2935,177272.1712,155930.6822,106279.0672,203491.9697,146433.8885,128466.2781,146754.8174,204207.1461,179808.7133,106794.1248,200624.3033,261873.9618,255362.5491,150947.4296,105414.7144,131252.6435,271473.0315,93162.88587,88254.58847,113157.9986,148838.7936,185798.951,108772.0427,243650.6494,189366.2629,177478.8024,114131.6297,144142.375,322766.61,134472.8105,220969.9341,80900.38057,178470.8087,120999.2995,212184.1226,151458.9848,116785.3971,206326.5231,89748.46017,193979.1182,133397.0444,168572.1024,213827.7809,197097.8324
Q62167,Ddx3x,ATP-dependent RNA helicase DDX3X OS=Mus musculus GN=Ddx3x PE=1 SV=3,1953220.78,1634916.998,2138687.05,2157716.404,2715660.907,1965775.669,2650491.563,2391870.365,2583682.612,1517992.895,2182883.431,2538662.597,2452937.898,1872314.145,2486783.87,1560687.644,1913771.653,1605208.338,1757854.749,1616167.955,2361775.282,2121525.545,2578986.855,1614480.211,3667981.661,2475081.642,3123786.723,2037756.243,2928968.935,2270262.789,2215349.653,2912162.924,2820772.122,2831295.069,3073887.193,2523155.909,2111759.198,3599803.766,2176802.13,2694559.191,2145436.132,2075359.832,1849922.975,2275557.277,1925688.394,2771574.744,2024059.4,1549440.027
Q62095,Ddx3y,ATP-dependent RNA helicase DDX3Y OS=Mus musculus GN=Ddx3y PE=1 SV=2,1914646.575,1570665.764,2015954.593,2055501.664,2741817.872,1872967.758,2511938.573,2314183.998,2576688.778,1474889.585,2085996.879,2462299.932,2386463.697,1789896.988,2354295.294,1514914.956,1881094.325,1520324.999,1700913.036,1581937.419,2296963.794,2162422.179,2463600.753,1551397.677,3404195.917,2249477.171,2866765.043,1873802.404,2808796.728,2100091.352,2021636.219,2681104.785,2673032.941,2623114.642,2838491.424,2286601.955,1976256.031,3283737.259,1969307.57,2471432.498,2042404.002,1886409.152,1678518.972,2125333.122,1829424.598,2614365.546,1858654.944,1446065.487
Q810A7,Ddx42,ATP-dependent RNA helicase DDX42 OS=Mus musculus GN=Ddx42 PE=1 SV=3,21984.24655,17911.57168,13328.74416,17575.73864,6114.18847,12860.22782,12374.29538,15153.2455,6615.94416,9668.84711,11798.25993,22111.38976,9445.91198,9541.284,11726.32748,6587.00288,8586.31286,5711.66743,10544.6055,14968.22846,11149.18572,7376.03161,6311.46475,8133.33946,6696.1764,10979.28096,6480.58884,11987.01092,8557.49969,17545.73465,5035.66102,18497.48746,16420.27177,5153.63217,7478.01295,8256.1105,8648.88036,13514.23054,12916.47692,22570.05408,7041.41573,11609.66803,13755.44102,10382.14481,13474.14128,5431.09719,15959.36513,13697.73399
Q569Z5,Ddx46,Probable ATP-dependent RNA helicase DDX46 OS=Mus musculus GN=Ddx46 PE=1 SV=2,85603.4314,62259.1247,72552.3419,65561.8576,56637.1697,56062.9707,60727.626,58020.2877,43052.66019,45446.33304,63562.3508,105373.2341,86838.0186,46075.76087,59959.5839,67267.0351,48518.30702,39862.50066,50668.19601,51365.83645,46860.8683,50496.26315,57792.7696,87111.9225,51118.99588,62613.8855,40744.48486,108400.425,69373.4928,52018.98066,61139.413,111394.0221,84862.9891,47158.12533,50022.10227,55323.0016,54664.0246,41510.64425,44403.75377,117941.0743,59614.602,63210.2522,77125.298,69913.93,78459.5946,55449.2751,53104.6244,78817.7487
Q7TNV0,Dek,Protein DEK OS=Mus musculus GN=Dek PE=1 SV=1,19625.4402,35049.04468,41608.57022,22937.52222,3167.068477,15434.30839,23112.8832,34853.67104,4884.805557,3522.798457,13108.83317,20429.07552,17485.60636,12781.42661,14178.84529,29264.18234,3330.378267,21242.16101,21680.78375,6798.278717,9021.858567,1747.679777,12831.82635,10959.60919,20700.14593,15745.82452,19664.5514,8023.873047,669.0996367,14235.73433,20490.11746,17637.08365,19425.34009,3110.248287,22291.48178,20785.81088,1666.466347,19878.33945,23615.66782,17546.61279,2973.204007,16363.13103,37830.24069,535.1060967,8302.943837,8991.945797,24220.95638,16951.88218
Q8K382,Dennd1a,DENN domain-containing protein 1A OS=Mus musculus GN=Dennd1a PE=1 SV=2,41733.88205,54041.64398,33558.88988,34591.01469,51829.35208,41586.88956,42734.67961,25274.27887,33136.07105,44551.36537,57316.79018,44757.11414,43004.25827,52823.43165,33677.26407,33404.01075,23421.47991,40016.62617,37421.92528,36025.3913,30687.80881,43846.39824,64680.67391,47333.47845,28738.56284,49064.41447,43330.39683,36709.04964,44235.26137,57019.76125,32287.40935,42061.94933,40228.97744,38500.41325,36348.93499,27945.90396,33474.17368,44379.49103,36470.39554,50264.52909,43370.26866,47498.40589,39327.27204,26205.45996,43685.6246,32675.89153,35500.90355,47534.84325
